Full URL,Page Type,JCR Path,Page Slug,Migration Status,Content Status,Taxonomy Status,Package,Tags Applied (count),Tags Applied (details),Hero Image,Blocker/Notes
https://www.marketscan.com/blog/navigating-the-affordability-crisis-accelerating-industry-performance-with-precision-and-scale/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/navigating-the-affordability-crisis-accelerating-industry-performance-with-precision-and-scale,navigating-the-affordability-crisis-accelerating-industry-performance-with-precision-and-scale,NEW PAGE - FULL CONTENT,Full article body migrated,APPLIED (12 tags),new-pages-content.zip,12,pillars: mobility-global:pillars/sales-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/dealer-and-retail-trends | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/pricing-trends | theme: mobility-global:insights-and-intelligence/theme/automotive-consumer-trends | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-dealers-and-retailers | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/retail-dealer-aftermarket-roles/dealer-or-retailer | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article | brandDataSource: mobility-global:system-and-structural-tags/brand-or-data-source/market-scan ...,https://web.archive.org/web/20260114015154im_/https://www.marketscan.com/wp-content/uploads/2024/02/webinar-article-hero-bg.jpeg,
https://www.marketscan.com/blog/need-for-speed-cut-transaction-times-to-grow-dealership-profit/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/need-for-speed-cut-transaction-times-to-grow-dealership-profit,need-for-speed-cut-transaction-times-to-grow-dealership-profit,NEW PAGE - FULL CONTENT,Full article body migrated,APPLIED (11 tags),new-pages-content.zip,11,pillars: mobility-global:pillars/sales-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/dealer-and-retail-trends | theme: mobility-global:insights-and-intelligence/theme/automotive-consumer-trends | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-dealers-and-retailers | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/retail-dealer-aftermarket-roles/dealer-or-retailer | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article | brandDataSource: mobility-global:system-and-structural-tags/brand-or-data-source/market-scan | marketRegion: mobility-global:contextual-variables/market-context/market-sales-region/north-america ...,https://www.marketscan.com/wp-content/uploads/2024/04/Need-for-Speed-3.png,
https://www.marketscan.com/blog/rev-up-your-sales-how-precision-data-transforms-auto-retail/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/rev-up-your-sales-how-precision-data-transforms-auto-retail,rev-up-your-sales-how-precision-data-transforms-auto-retail,NEW PAGE - FULL CONTENT,Full article body migrated,APPLIED (11 tags),new-pages-content.zip,11,pillars: mobility-global:pillars/sales-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/dealer-and-retail-trends | theme: mobility-global:insights-and-intelligence/theme/automotive-consumer-trends | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-dealers-and-retailers | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/retail-dealer-aftermarket-roles/dealer-or-retailer | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article | brandDataSource: mobility-global:system-and-structural-tags/brand-or-data-source/market-scan | marketRegion: mobility-global:contextual-variables/market-context/market-sales-region/north-america ...,https://web.archive.org/web/20260114020057im_/https://www.marketscan.com/wp-content/uploads/2024/03/Cutting-complexity.png,
https://www.marketscan.com/blog/software-providers-enable-transparent-and-effective-dealership-operations/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/software-providers-enable-transparent-and-effective-dealership-operations,software-providers-enable-transparent-and-effective-dealership-operations,NEW PAGE - FULL CONTENT,Full article body migrated,APPLIED (11 tags),new-pages-content.zip,11,pillars: mobility-global:pillars/sales-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/dealer-and-retail-trends | theme: mobility-global:insights-and-intelligence/theme/automotive-consumer-trends | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-dealers-and-retailers | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/retail-dealer-aftermarket-roles/dealer-or-retailer | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article | brandDataSource: mobility-global:system-and-structural-tags/brand-or-data-source/market-scan | marketRegion: mobility-global:contextual-variables/market-context/market-sales-region/north-america ...,https://web.archive.org/web/20260207205544im_/https://www.marketscan.com/wp-content/uploads/2024/08/Market-Scan-Tech-Partners-Hot-Topics-blog-graphic.jpg,
https://www.marketscan.com/blog/the-us-auto-market-oems-and-captive-lenders-face-new-challenges/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/the-us-auto-market-oems-and-captive-lenders-face-new-challenges,the-us-auto-market-oems-and-captive-lenders-face-new-challenges,NEW PAGE - FULL CONTENT,Full article body migrated,APPLIED (14 tags),new-pages-content.zip,14,pillars: mobility-global:pillars/sales-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | theme: mobility-global:insights-and-intelligence/topic/industry-benchmarks/automotive-industry-forecast-and-analysis | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-oems | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-dealers-and-retailers | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/oem-and-supplier-roles/oem-strategist | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/retail-dealer-aftermarket-roles/dealer-or-retailer | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/fleet-and-commercial-roles/leasing-or-financial-services | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article ...,https://web.archive.org/web/20260207195155im_/https://www.marketscan.com/wp-content/uploads/2024/10/MarketScan_Blog_Oct-Blog-3.jpg,
https://www.marketscan.com/blog/tried-and-true-data-backs-the-strongest-dealership-software/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/tried-and-true-data-backs-the-strongest-dealership-software,tried-and-true-data-backs-the-strongest-dealership-software,NEW PAGE - FULL CONTENT,Full article body migrated,APPLIED (9 tags),new-pages-content.zip,9,pillars: mobility-global:pillars/sales-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/dealer-and-retail-trends | theme: mobility-global:insights-and-intelligence/theme/automotive-consumer-trends | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-dealers-and-retailers | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/retail-dealer-aftermarket-roles/dealer-or-retailer | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article | brandDataSource: mobility-global:system-and-structural-tags/brand-or-data-source/market-scan,https://www.marketscan.com/wp-content/uploads/2024/04/GettyImages-1023293394_Large.png,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/a-reckoning-for-ev-battery-raw-materials,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/a-reckoning-for-ev-battery-raw-materials,a-reckoning-for-ev-battery-raw-materials,EXISTING PAGE,Content already in AEM,APPLIED (11 tags),taxonomy-all-pages.zip,11,pillars: mobility-global:pillars/planning-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/electrification/ev-battery-technology | theme: mobility-global:insights-and-intelligence/topic/electrification/ev-battery-technology | theme: mobility-global:insights-and-intelligence/theme/supply-chain-resilience | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-oems | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-suppliers-and-supply-chain | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/oem-and-supplier-roles/product-planner | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/oem-and-supplier-roles/supply-chain-analyst ...,,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/hyundai-motor-rises-to-3-in-us-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/hyundai-motor-rises-to-3-in-us-market,hyundai-motor-rises-to-3-in-us-market,EXISTING PAGE,Content already in AEM,APPLIED (12 tags),taxonomy-all-pages.zip,12,pillars: mobility-global:pillars/planning-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/competitive-landscape | topic: mobility-global:insights-and-intelligence/topic/market-themes-or-analytical-topics/market-segmentation-insights | theme: mobility-global:insights-and-intelligence/topic/industry-benchmarks/automotive-industry-forecast-and-analysis | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-oems | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/marketing-and-commercial-roles/market-analyst | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article | marketSalesRegion: mobility-global:contextual-variables/market-context/market-sales-region/north-america ...,,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/mhcv-medium-and-heavy-commercial-vehicles-powertrain-propulsio,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/mhcv-medium-and-heavy-commercial-vehicles-powertrain-propulsio,mhcv-medium-and-heavy-commercial-vehicles-powertrain-propulsio,EXISTING PAGE,Content already in AEM,APPLIED (10 tags),taxonomy-all-pages.zip,10,pillars: mobility-global:pillars/planning-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/analysis-and-reports | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/supply-chain-and-manufacturing/automotive-parts-and-components | theme: mobility-global:insights-and-intelligence/topic/industry-benchmarks/automotive-industry-forecast-and-analysis | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-oems | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-suppliers-and-supply-chain | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/oem-and-supplier-roles/product-planner | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/oem-and-supplier-roles/technical-specialists | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article,,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/sp-global-mobility-predicts-strong-monthly-saar-for-october,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/sp-global-mobility-predicts-strong-monthly-saar-for-october,sp-global-mobility-predicts-strong-monthly-saar-for-october,EXISTING PAGE,Content already in AEM,APPLIED (8 tags),taxonomy-all-pages.zip,8,pillars: mobility-global:pillars/planning-solutions | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/data-and-forecasts | insightsThoughtLeaderContentType: mobility-global:insights-and-intelligence/insight-and-thought-leader-content-type/market-news-and-updates | topic: mobility-global:insights-and-intelligence/topic/industry-benchmarks/automotive-industry-forecast-and-analysis | theme: mobility-global:insights-and-intelligence/topic/industry-benchmarks/automotive-industry-forecast-and-analysis | industrySector: mobility-global:contextual-variables/segmentation-and-user-context/industry-or-sector/automotive-oems | audienceRole: mobility-global:contextual-variables/segmentation-and-user-context/audience-role/marketing-and-commercial-roles/market-analyst | contentFormat: mobility-global:system-and-structural-tags/content-formats/written-formats/short-form-article,,
