Full URL,Page Type,JCR Path,Page Status,Taxonomy Status,Total Tags in CSV,Tags Resolved,Tags Unresolved,Unresolved Tag Details
https://www.marketscan.com/blog/navigating-the-affordability-crisis-accelerating-industry-performance-with-precision-and-scale/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/navigating-the-affordability-crisis-accelerating-industry-performance-with-precision-and-scale,NEW (not in AEM),PENDING (page not created),12,11,1,audienceRole: Dealer / retailer
https://www.marketscan.com/blog/need-for-speed-cut-transaction-times-to-grow-dealership-profit/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/need-for-speed-cut-transaction-times-to-grow-dealership-profit,NEW (not in AEM),PENDING (page not created),11,10,1,audienceRole: Dealer / retailer
https://www.marketscan.com/blog/rev-up-your-sales-how-precision-data-transforms-auto-retail/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/rev-up-your-sales-how-precision-data-transforms-auto-retail,NEW (not in AEM),PENDING (page not created),11,10,1,audienceRole: Dealer / retailer
https://www.marketscan.com/blog/software-providers-enable-transparent-and-effective-dealership-operations/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/software-providers-enable-transparent-and-effective-dealership-operations,NEW (not in AEM),PENDING (page not created),11,10,1,audienceRole: Dealer / retailer
https://www.marketscan.com/blog/the-us-auto-market-oems-and-captive-lenders-face-new-challenges/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/the-us-auto-market-oems-and-captive-lenders-face-new-challenges,NEW (not in AEM),PENDING (page not created),14,12,2,audienceRole: Dealer / retailer | audienceRole: Leasing / financial services
https://www.marketscan.com/blog/tried-and-true-data-backs-the-strongest-dealership-software/,Blog,/content/mobility-global/en-us/automotive-insights/blogs/tried-and-true-data-backs-the-strongest-dealership-software,NEW (not in AEM),PENDING (page not created),9,8,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/a-reckoning-for-ev-battery-raw-materials,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/a-reckoning-for-ev-battery-raw-materials,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/hyundai-motor-rises-to-3-in-us-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/hyundai-motor-rises-to-3-in-us-market,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/mhcv-medium-and-heavy-commercial-vehicles-powertrain-propulsio,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/mhcv-medium-and-heavy-commercial-vehicles-powertrain-propulsio,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/10/sp-global-mobility-predicts-strong-monthly-saar-for-october,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/10/sp-global-mobility-predicts-strong-monthly-saar-for-october,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/11/ethnic-share-in-us-light-vehicle-market-reaches-a-record-33,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/11/ethnic-share-in-us-light-vehicle-market-reaches-a-record-33,EXISTS in AEM,APPLIED (all resolved),14,14,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/11/fuel-for-thought-top-5-global-automotive-aftermarket-trends,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/11/fuel-for-thought-top-5-global-automotive-aftermarket-trends,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/11/new-ev-entries-nibbling-away-at-tesla-ev-share,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/11/new-ev-entries-nibbling-away-at-tesla-ev-share,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2022/12/fuel-for-thought-sp-global-mobility-forecasts-836m-units,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/12/fuel-for-thought-sp-global-mobility-forecasts-836m-units,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/12/plenty-of-22-models-still-on-the-shelf,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/12/plenty-of-22-models-still-on-the-shelf,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2022/12/sp-global-mobility-expands-supplier-solutions-with-investment,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/12/sp-global-mobility-expands-supplier-solutions-with-investment,EXISTS in AEM,APPLIED (all resolved),3,3,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/7/android-automotive-is-taking-over-but-what-about-google,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/7/android-automotive-is-taking-over-but-what-about-google,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/7/hyundai-motor-group-rises-to-3-in-us-retail-new-vehicle-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/7/hyundai-motor-group-rises-to-3-in-us-retail-new-vehicle-market,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/8/ev-insights-part-i,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/8/ev-insights-part-i,EXISTS in AEM,PARTIAL (some unresolved),8,7,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2022/8/may-2022-tesla-brand-loyalty-more-than-doubles-yearoveryear,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/8/may-2022-tesla-brand-loyalty-more-than-doubles-yearoveryear,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2022/9/automotive-inventory,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/9/automotive-inventory,EXISTS in AEM,PARTIAL (some unresolved),10,9,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2022/9/tesla-loyalty-and-market-share-soar-but-dominance-of-ev-segmen,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2022/9/tesla-loyalty-and-market-share-soar-but-dominance-of-ev-segmen,EXISTS in AEM,PARTIAL (some unresolved),10,9,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/1/ev-chargers-how-many-do-we-need,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/1/ev-chargers-how-many-do-we-need,EXISTS in AEM,PARTIAL (some unresolved),10,8,2,theme: Electric vehicle industry | audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2023/1/fuel-for-thought-automotive-supply-chain-and-technology-themes,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/1/fuel-for-thought-automotive-supply-chain-and-technology-themes,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/1/tesla-share-of-ev-market-declines-domestics-koreans-and-europe,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/1/tesla-share-of-ev-market-declines-domestics-koreans-and-europe,EXISTS in AEM,PARTIAL (some unresolved),10,9,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/10/3cylinder-engine-installations-rising-in-us-though-4-cylinders,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/10/3cylinder-engine-installations-rising-in-us-though-4-cylinders,EXISTS in AEM,APPLIED (all resolved),13,13,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/10/dont-count-out-hybrids-just-yet,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/10/dont-count-out-hybrids-just-yet,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/10/fuel-for-thought-waiting-for-autonomy,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/10/fuel-for-thought-waiting-for-autonomy,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/10/tesla-is-most-popular-ev-brand-for-us-fleet-companies,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/10/tesla-is-most-popular-ev-brand-for-us-fleet-companies,EXISTS in AEM,PARTIAL (some unresolved),12,11,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/10/us-consumers-going-big-as-fullsize-suvs-gain-share,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/10/us-consumers-going-big-as-fullsize-suvs-gain-share,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/11/affordability-tops-charging-and-range-concerns-in-slowing-ev-d,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/11/affordability-tops-charging-and-range-concerns-in-slowing-ev-d,EXISTS in AEM,PARTIAL (some unresolved),10,9,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/11/fuel-for-thought-the-vehicle-affordability-crunch,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/11/fuel-for-thought-the-vehicle-affordability-crunch,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/11/gigacasting-the-hottest-trend-in-car-manufacturing,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/11/gigacasting-the-hottest-trend-in-car-manufacturing,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/12/2024-ev-forecast-the-supply-chain-charging-network-and-battery,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/12/2024-ev-forecast-the-supply-chain-charging-network-and-battery,EXISTS in AEM,PARTIAL (some unresolved),13,12,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/12/american-honda-sees-a-share-rebound,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/12/american-honda-sees-a-share-rebound,EXISTS in AEM,APPLIED (all resolved),14,14,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/12/fuel-for-thought-connected-cars-and-the-automotive-revolution,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/12/fuel-for-thought-connected-cars-and-the-automotive-revolution,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/12/sp-global-mobility-forecasts-883m-auto-sales-in-2024,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/12/sp-global-mobility-forecasts-883m-auto-sales-in-2024,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/12/tesla-fuels-electrification-of-us-luxury-vehicles-segment-shar,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/12/tesla-fuels-electrification-of-us-luxury-vehicles-segment-shar,EXISTS in AEM,PARTIAL (some unresolved),14,13,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/12/when-will-car-leasing-be-cool-again,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/12/when-will-car-leasing-be-cool-again,EXISTS in AEM,PARTIAL (some unresolved),12,10,2,audienceRole: Dealer / retailer | audienceRole: Leasing / financial services
https://www.spglobal.com/automotive-insights/en/blogs/2023/2/can-carmakers-assail-teslas-lead-in-ee-architecture,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/2/can-carmakers-assail-teslas-lead-in-ee-architecture,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/2/car-brands-popular-with-women,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/2/car-brands-popular-with-women,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/2/fuel-for-thought-the-old-way-of-selling-cars-wont-work-anymore,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/2/fuel-for-thought-the-old-way-of-selling-cars-wont-work-anymore,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2023/2/the-sedan-debate,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/2/the-sedan-debate,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/2/women-not-buying-electric-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/2/women-not-buying-electric-vehicles,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/3/america-road-tax-electric-vehicles-ceraweek,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/3/america-road-tax-electric-vehicles-ceraweek,EXISTS in AEM,PARTIAL (some unresolved),12,10,2,theme: Electric vehicle industry | audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2023/3/the-evolution-of-the-ev-consumer,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/3/the-evolution-of-the-ev-consumer,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/4/be-ready-for-the-coming-shift-in-automotive-computing-power,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/4/be-ready-for-the-coming-shift-in-automotive-computing-power,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/ford-and-chevrolet-brand-loyalty-depends-on-pickups,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/ford-and-chevrolet-brand-loyalty-depends-on-pickups,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/fuel-for-thought-as-the-industry-goes-electric-expect-shakeout,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/fuel-for-thought-as-the-industry-goes-electric-expect-shakeout,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/fuel-for-thought-auto-safety-systems-calibration-challenges-repair-modification,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/fuel-for-thought-auto-safety-systems-calibration-challenges-repair-modification,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/how-general-motors-maintains-its-loyalty-lead-amid-declining-s,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/how-general-motors-maintains-its-loyalty-lead-amid-declining-s,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/premium-audio-enters-the-mass-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/premium-audio-enters-the-mass-market,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/tesla-minority-group-loyalty,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/tesla-minority-group-loyalty,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/5/why-vw-needs-scout,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/5/why-vw-needs-scout,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/6/autofinance-delinquencies-rise-past-great-recession-peak-but,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/6/autofinance-delinquencies-rise-past-great-recession-peak-but,EXISTS in AEM,PARTIAL (some unresolved),8,7,1,audienceRole: Leasing / financial services
https://www.spglobal.com/automotive-insights/en/blogs/2023/6/china-exported-more-than-3-million-vehicles-in-22,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/6/china-exported-more-than-3-million-vehicles-in-22,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/6/fuel-for-thought-the-transformation-of-auto-retail,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/6/fuel-for-thought-the-transformation-of-auto-retail,EXISTS in AEM,PARTIAL (some unresolved),8,7,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2023/6/with-mobile-phone-semiconductor-demand-cooling-automotive-chip,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/6/with-mobile-phone-semiconductor-demand-cooling-automotive-chip,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/7/commercial-vehicle-forecast-mdhd-truck-market-coasts,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/7/commercial-vehicle-forecast-mdhd-truck-market-coasts,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/7/consumer-loyalty-to-finance-companies-fell-sharply,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/7/consumer-loyalty-to-finance-companies-fell-sharply,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,audienceRole: Leasing / financial services
https://www.spglobal.com/automotive-insights/en/blogs/2023/7/fuel-for-thought-the-commercial-vehicle-fleet-accelerates,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/7/fuel-for-thought-the-commercial-vehicle-fleet-accelerates,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/7/july-us-auto-inventory-trends-you-should-know,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/7/july-us-auto-inventory-trends-you-should-know,EXISTS in AEM,PARTIAL (some unresolved),11,10,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2023/7/the-semiconductor-shortage-is-mostly-over-for-the-auto-industry,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/7/the-semiconductor-shortage-is-mostly-over-for-the-auto-industry,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/7/what-connectedcar-services-are-consumers-willing-to-pay-for,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/7/what-connectedcar-services-are-consumers-willing-to-pay-for,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/8/asean-sales-production-commentary-august-2023,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/8/asean-sales-production-commentary-august-2023,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/8/fuel-for-thought-warning-signs-on-the-path-to-mass-ev-adoption,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/8/fuel-for-thought-warning-signs-on-the-path-to-mass-ev-adoption,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2023/8/incar-gaming-key-players-developments-and-outlook,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/8/incar-gaming-key-players-developments-and-outlook,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/9/autonomous-vehicle-reality-check-widespread-adoption,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/9/autonomous-vehicle-reality-check-widespread-adoption,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2023/9/fuel-for-thought-ev-marketing-challenges-vehicle-portfolio-grows,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/9/fuel-for-thought-ev-marketing-challenges-vehicle-portfolio-grows,EXISTS in AEM,PARTIAL (some unresolved),11,9,2,theme: Electric vehicle industry | audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2023/9/what-do-tesla-owners-buy-when-they-return-to-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2023/9/what-do-tesla-owners-buy-when-they-return-to-market,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/1/2024-us-presidential-election-and-the-auto-industry,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/1/2024-us-presidential-election-and-the-auto-industry,EXISTS in AEM,PARTIAL (some unresolved),12,11,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/1/ev-raw-materials-supply-crunch-battery-recycling,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/1/ev-raw-materials-supply-crunch-battery-recycling,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/1/january-2024-us-auto-sales-feel-the-chill,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/1/january-2024-us-auto-sales-feel-the-chill,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/bmw-hits-the-brakes-with-vehicle-recall,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/bmw-hits-the-brakes-with-vehicle-recall,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-chips-on-the-table-india-seizes-opportunities-in-a-thriving-automotive-scene,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/briefcase-chips-on-the-table-india-seizes-opportunities-in-a-thriving-automotive-scene,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-from-adas-to-autonomy-the-strategic-moves-shaping-automakers-future,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/briefcase-from-adas-to-autonomy-the-strategic-moves-shaping-automakers-future,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-lets-torque-tech-titans-in-the-auto-space,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/briefcase-lets-torque-tech-titans-in-the-auto-space,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/car-model-cannibalization-analysis,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/car-model-cannibalization-analysis,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/fuel-for-thought-2024-presidential-election-impacts-on-the-us-auto-industry,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/fuel-for-thought-2024-presidential-election-impacts-on-the-us-auto-industry,EXISTS in AEM,PARTIAL (some unresolved),13,12,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/global-automotive-industry-and-the-energy-transition,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/global-automotive-industry-and-the-energy-transition,EXISTS in AEM,APPLIED (all resolved),7,7,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/india-automotive-sector-defies-global-disruptions,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/india-automotive-sector-defies-global-disruptions,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/key-dmas-are-driving-supply-incentives-and-competition-for-in-market-shoppe,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/key-dmas-are-driving-supply-incentives-and-competition-for-in-market-shoppe,EXISTS in AEM,PARTIAL (some unresolved),12,11,1,audienceRole: Dealer / retailer
